"date","season","taiaroa_east","sst","sss","avg_sst_grad_km","avg_sss_grad_km","water_mass"
2023-01-24,"summer","TaiaroaEast20.25km",14.8172825,34.767333375,-0.1,-0.04,"STW"
2023-01-24,"summer","TaiaroaEast25.30km",14.4982175,34.644733,-0.03,-0.01,"STW"
2023-01-24,"summer","TaiaroaEast30.35km",14.35974625,34.64783975,0.01,-0.01,"STW"
2023-01-24,"summer","TaiaroaEast35.40km",14.47559,34.470302,0.02,-0.01,"SASW"
2023-01-24,"summer","TaiaroaEast40.45km",14.64545875,34.450010625,0.07,0,"SASW"
2023-01-24,"summer","TaiaroaEast45.50km",14.94299875,34.42842275,0.13,-0.01,"SASW"
2023-01-24,"summer","TaiaroaEast50.55km",15.519625,34.402127,0.06,0,"SASW"
2023-01-24,"summer","TaiaroaEast55.60km",15.3980775,34.3986275,-0.07,0,"SASW"
2023-03-24,"summer","TaiaroaEast0.5km",15.70930625,34.639353875,0.04,0.01,"STW"
2023-03-24,"summer","TaiaroaEast5.10km",15.85130125,34.57624875,0,-0.02,"NW"
2023-03-24,"summer","TaiaroaEast10.15km",15.8223325,34.557058375,-0.02,0.01,"NW"
2023-03-24,"summer","TaiaroaEast15.20km",15.7575725,34.602018125,-0.02,0.02,"STW"
2023-03-24,"summer","TaiaroaEast20.25km",14.54822375,34.812019625,-0.32,0.01,"STW"
2023-03-24,"summer","TaiaroaEast25.30km",13.85068375,34.77548775,-0.11,-0.02,"STW"
2023-03-24,"summer","TaiaroaEast30.35km",13.72595,34.780776875,0.1,0.01,"STW"
2023-03-24,"summer","TaiaroaEast35.40km",13.38563,34.5829210833333,-0.09,-0.04,"SASW"
2023-03-24,"summer","TaiaroaEast40.45km",13.4533716666667,34.46851325,0.05,-0.01,"SASW"
2023-03-24,"summer","TaiaroaEast45.50km",13.5166883333333,34.4367954166667,0.02,0,"SASW"
2023-03-24,"summer","TaiaroaEast50.55km",13.937955,34.405044,0.05,-0.01,"SASW"
2023-03-24,"summer","TaiaroaEast55.60km",13.832345,34.39332275,-0.03,0,"SASW"
